artist_name,spotify_id,genres,popularity,followers
Mick Kastenholt,48DYtwLrX9WzuS9yP9Yrog,,3,252
Andrew Dee,6WOOqRBmKYglCJFiGLWjdy,,0,13
Tristan Garner,1huUvqGjiNcAYH0Nd2e3ue,,25,4183
Sneaker Fox,1HpbtOOKyFZuyT1jwOGDRL,,7,41
Vandalism,0a5IWX9GElOmd65lKSzBe0,,49,26021
Christian Luke,7b4jxdMDAPRD4kbOGwe6FD,,10,257
Timo Juuti,2tLZtL3RHphWci6Ulwl9Lk,,2,138
Hector 87,5vCmEFYH5qS9G89NLOhZNw,,2,81
Avon Stringer,4N82cZ2qHHDQYXIM7Af8sU,australian house;deep groove house,28,880
A-Lab,3eAOH2az3fQIfX2UAw0FfC,nz reggae,58,298571
Midnite Sleaze,3LShpbJ38OZ6nWoaENZvOG,,19,71
Holdbakk,46hvskEENosjZs182vbPFV,,1,1
Denzal Park,298I931uc5poF6kIU5XJtI,australian dance;progressive electro house,24,3590
Delta Heavy,7GvVTb8yFV0ZrdI30Qce6T,brostep;drum and bass;filthstep,54,170476
Green & Falkner,2y9tiXM2ig9rIoBMAYF56u,,4,74
Two Fresh,5ESC2OBZSCOrkV9iNUdpOa,,14,4681
Dan Castro,33Aj8Yv9P1VQpwKLZWWwYl,,30,811
Automann,6ycqirb8TiKEqw22Fq2RAj,,1,20
John Course,4haTTVtSXPi13E8LdQMSL2,,16,3021
mrTimothy,3YACiPSTTtGxemTN45Q2uW,,12,190
Wailin',2ffhJMXvdEJFZISX76ccQL,reggae;roots reggae,47,167652
Felix Jaehn,4bL2B6hmLlMWnUEZnorEtG,edm;german dance;pop dance;tropical house;uk dance,75,1291976
Tim Bergling,5baGk14NDI3ZDPbr6wJilc,,41,9313
Henrik B,6RZnn5duxDdSsDoaoRaibD,classical era;early romantic era;finnish classical,19,2076
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,big room;dance pop;edm;pop;pop dance,90,26557943
Thomas Pentz,4H2E6CDFP29Ydcb97qT5NQ,,0,37
Abraham Laguna,39OiQux6PzCB7CkAWpSe3W,,11,227
Sick Individuals,0XqFDQJjqW5PfhfBCb53LR,big room;dutch house;edm;electro house;pop dance;progressive electro house,50,195317
Bent Collective,4Ezwqzu7v7xYh8krRutOxF,,10,624
Ashley Wallbridge,4hNpdlfPY7R51u4FEkBxJG,progressive house;progressive trance;trance;uplifting trance,44,39159
We Love Avicii,3h9kvkJlnmzsfWaMoCMB7d,,4,1026
FTampa,6P6fVBXZjnqdgq2z2b8WlO,complextro,38,168570
Marshmello,64KEffDW9EtZ1y2vBYgq8T,brostep;edm;pop;progressive electro house,84,33953814
Jens Siverstedt,7J2MiNrvu4hfaZ3U0lXBQI,,15,82
Frank Sanders,1Qcab6czysaiMab8z3zBvl,,16,93
Matthew Humphrey,4C2ipO68WIvhv5zJWLgPM8,,15,24
Autograf,0FVj4JuzTyudaXAwfqDQ20,deep tropical house;pop edm;vapor soul;vapor twitch,50,122448
Mike Mago,5lwT6gFdwV3Wcol07KUiJx,deep groove house;house,39,49409
Addal,4KvEeVTVVyMlEhr5ovZBOT,deep tropical house,44,48697
Victor Leicher,4VpKjxiDmCnjXabVpQX42P,,13,18
Stephan Leicher,5euF7xXNUmOk1han7yxOr8,,13,23
Niles Hollowell-Dhar,7cHZ8lDHE0psEAAfNibx5y,,15,770
Astma,0NG1KNSXRlNORBlMf2vFyH,,8,15
Rocwell,2WOjKxLnulxGQujlZ6zd0h,,24,436
Tundran,5UyuPsfpBEpwJwl0q3zMwk,,13,1568
Kid,2ZWWCpvC2UE2tJ4iNDiF98,,18,27
Mikah Freeman,3Ggk2aLwKKGMJhskmydHWm,,5,15
Vance Musgrove,3yDALHjUpvN5kRTlDObBKY,,7,56
Fabich,1mwP5J1kB8clYx0SoNL0uh,uk house,48,29056
Grant Nelson,6uEi6lYYhf6Fkd40ZVCKqi,uk garage,37,6679
Ed Butler,4AhQuJhnTP8pO6nlNhy0YL,chanson quebecois;musique acadienne,24,2987
Robbie Lamond,5BUqRAKGrZ1pzqxZ2yKOBN,,3,7
Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,modern rock;pop;rock,89,55613284
OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,piano rock;pop,84,17732425
Sara Bareilles,2Sqr0DXoaYABbjBo9HaMkM,acoustic pop;lilith;neo mellow;pop rock;post-teen pop,66,1958664
Adele,1d4uM0g9449nE9TV5KeWch,clap and tap,31,21433
Basement Jaxx,4YrKBkKSVeqDamzBPWVnSJ,alternative dance;big beat;electronica,56,544569
Rusko,4BTcOR2hEQZQQL5AMo5u10,brostep;classic dubstep;filthstep,46,276149
Laila Adele,10UHmKyfLXudqVHU9PnHEZ,,22,773
Odebrand,3OWjcM2oF0b75PXyVFXW12,,1,688
Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,boy band;dance pop;pop,77,6050585
Suddhala Ashok Teja,6WMFNTh17qaC6PJFrM0pgx,,24,167
Sri Sri,5sSzCxHtgL82pYDvx2QyEU,tollywood,76,9880877
Baby Vaishali,6z3LqTW3O3mFj66SGHc4fE,,12,2
Amit Heri,0EfPLCM3YgAj83a4K4TVMg,indian jazz,22,1066
Ranjani Ramakrishnan,0l35yF6rWTN32cKtdf2Jrt,,17,15
Rajesh Vaidya,4H83oUEiCke2zJcFbJAmCw,,4,6
Selva Ganesh,5fHFkjKfYRCErfRi2T3Nzf,carnatic instrumental;indian classical,36,35406
Suneetha Sarathy,5vbZO8wLzt1cpptbGFgYGj,,1,9
Keith Peters,16Ghv1Z3E4XKXIQhlRZ9qk,,0,0
Arun Kumar,0C3uhYRFJBXyIIKEw9cdMT,,24,4998
Bhashya Sree,3cEFNjYHmRBxSYbX5c4i7R,,0,0
Chinni Charan,7znGxnjhp3RStdE29BwUVi,,8,26
Sai Sri Harsha,1kOuJ2ToJcQbrOxH0oUxND,,3,5
Lenina Chowdhary,0JDou6IkStm8Xa7vZxgYX5,,5,7
Babum Wilson,02zb3EkJgnw0usVXCD0wtz,,0,0
A. V. Ramanan,2j3wik66pAH58esWJBjVhs,,45,8960
Sri Ganapathy Sachchidananda Swamiji,3VCEvO2NgnGTyWqG4zgEBU,bhajan;telugu devotional,33,10678
Arya M.G,0Cndo2D2ujr9hTbtTt23TD,,0,0
Saju T.P. Eloor,4kSnQQXCvChUHj4LbZV1HE,,0,0
Rajini Jose,12jq4g3WPTmMxXKHiNU0MA,,0,3
Ramesh Babu,3BU9YH05P4jQdjaqiZdBbB,,30,860
Maneesh,7CUmdcvfZJrSsg4jnNNwHA,kirtan;shamanic,49,62248
Nazeer Mihale,0PvdizwjzLQJ8OPb6s1DLG,,0,0
Jaey,4rBpyETZEnrBQB7Xc4oRfa,,48,26149
Hanumanth Rao,1p04G8C56pxjKrpDU6bwCM,,20,29
Jai,4gdMJYnopf2nEUcanAwstx,desi pop;hindi indie;indian indie;indian singer-songwriter,76,4827172
Narayan Mani,4PcqQtQOTPDO2iwu3Zh89C,veena,26,2527
Ashok Sharma,7MK1dDhPZ2IsthCeTX7qu5,,10,298
Rocky,13ubrt8QOOCPljQ2FL1Kca,east coast hip hop;hip hop;rap,86,15521671
Vinaitha,1pwHTwJT8xun0Q4olBQg9Y,,7,61
Mänieck & Sebeko Jr. feat. Nensi,0MnoaivIXFC3JuAjpmPqU3,,0,4
Nensi,4MoCPQEZqegox8Ng6SUGrb,,27,599
Vaiga,0KRF4VuSjVHpIhaxRk0TZa,,15,1491
Navaneetha,4q2GPhrWDHOZwaPAk9hO4L,,6,93
Chithra Pai,2EdW71TozQlZXcRlryZp3I,,0,5
Ravi Kumar,0JZDWlDjX507AvqyM1qvqr,,20,1574
Sweekar Agasthi,7w4ACCsPEsD4KTxUNPXftc,tollywood,41,88715
Om Mani Sharma,3CAb2vBImd1P0QdVCXPeHc,,0,0
Govinda Singh Rawot,1gGEAtOqZJJn3rfLsaLnUR,,0,0
Krishna Mani Nath,3mDVUghm5ynnxpKFCOkVui,,0,3
Tarali Sarma,4ykiHnHOykx4ntGcvYskbw,assamese pop,31,17760
Manish Sharma,0zVGGSBVti6Dx67hJstvSf,haryanvi hip hop,63,221745
Vineet Sharma,24HsriTp40Mf4qZtgxgkN3,,7,103
Pushpa Sriram,5zfOWHAPOcu6ZU3u8mgqQS,,39,1866
Shruthi,6tV6eU1gwsruSzN4PyDJWe,,49,6276
Gireesh Puthenchery,6ObRuMcgWf6t7lB2ftZyH4,mollywood,46,81191
Nikhil K. Menon,4sxR9rbFsn8VbbFOq7vrkR,,5,34
Balabhaskar,0xtLd2bh7ryfNVzQuO0lgf,indian violin,21,13084
NS Bedi,3Zkl8BElJCOb2i1c2hKFLC,,0,2
Munna Shoukkath,7DQcWLs2g6tmZvE5njTCei,,0,0
R Aalam,0lGXcgUBwuBWAYnFezWONR,,17,2018
Rimmy Tommy,0G4JWVAaKLdx8y8zb9a9ku,,18,125
Sreekumar,3wjaprBWmoSJn4KP9tgkxt,filmi;mollywood,69,1759102
Vidhu,7LnwWFXxll1g0R4MTJCUEH,mollywood,55,1692012
Madhuri,5qhGpFQDS0CHw4cKeCzaai,tollywood,60,2156477
Gopal Sharma,2qp2Y16Jaq6cbBedbd7z0R,classic kollywood,29,5408
Machattu Vasanthi,0lOzzYYYYTeVgkPTmEIyh4,,2,4
Mili Baruah,6480MJvm5Zb7b5psfPNeMw,,0,1
Anthara Chowdry,7jdy1Dmk4VLSVAnfhYrtRq,,0,0
Santhrayi,6GvrIBGyfYL2m3tXKViwP6,,7,7
Koduvaa Meesai,2Uiixb12EeCllYjlRAQq7t,,4,0
Krishnakumar Kunnath,4L7ScBYQaoyRpUFPiZBh1a,,45,986
Maran,6skWyJ0S6yQ2bKBQb1klxo,,59,1173
Shalini,5wXcLr5v9cv5IAPkcFBvBT,classic konkani pop;filmi,54,84767
Cicilly,0Jg1d3JM4EVAN2E92J2Lzo,,2,2
Sayonara Philip,16giAXXqJDSVCtWRRYh2HN,,6,1702
Kalyani,38ICMLYuHXcYd3HrZiEdds,tamil pop,55,42615
S. Ballesh,4Ayo58CebvhV9I7IguYsm4,shehnai,10,135
Srilekaha Parthasarathy,3DBqFJm4WjfniBJWabon2S,,0,1
Geemon,6Acc4Z47DExvOjBTXLQY01,,8,6
Anitha Shaiq,2Dg834eqVrJnJxZOd81KoF,sufi,8,70
Rija,7quYQLzNThGOeuYLsiNX0k,sholawat,30,15182
Vijayalakshmy Subramaniam,51AYWeJ4zFnbYNqfqBlQij,carnatic vocal;indian classical,1,1072
Muralitharan,0ZFXDKDpX7HQFnBtCCcKVh,,0,0
Gurucharan,2n5XFSvKch0WL1A066NLFt,carnatic;carnatic vocal;indian classical,29,49653
S.Rajalakshmi,6Z7OsTcFHF6WrDRAmWH4Zc,,39,461
Sangeet Haldipur,79jChyQpm3UY9JD5btkNcK,,39,5502
Jayamurthi,5CTRfwXrFKCVOWz2OesRnr,,1,68
Malathi Lakshmna,08uFm9yEr0FOsA6gNFufL6,,1,5
Balaram,1IpEfMRcsY0DinN5uMzrZv,,12,21
Rashmi Vijayan,679EKUaxiWdCTWR1zZQkXj,,13,17
Sonia Irabar,0LWFvbnOT892nJe6N9Daab,,1,1
Sianed Jones,0G3QEmOk7t01g7NlSDwTLH,,2,5
Sravya,3rWvrlq0D0qsY9ZDUAPgn0,,18,1356
Koushik,7v78lEL8XMOgWod6Cp5Jya,wonky,27,6653
Deepu Maryana,1I0f0NOPLrCPZMuxKB7128,,0,1
Taylor Swift,06HL4z0CvFAxyc27GXpf02,pop,100,128163376
Lana Del Rey,00FQb4jTyendYWaN8pK0wa,art pop;pop,92,42672427
Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,emo;modern rock;pop;rock,81,11010159
Hayley Williams,6Rx1JKzBrSzoKQtmbVmBnM,art pop,65,750358
Ice Spice,3LZZPxNDGDFVSIPqf4JuEf,bronx drill,75,4278769
LP Giobbi,3oKnyRhYWzNsTiss5n4Z1J,house,60,90701
Snakehips,2FwJwEswyIUAljqgjNSHgP,electropop;uk dance;vapor soul,61,362725
Tensnake,75nC6MXUalYZSOd7OfNkwq,deep house;german house;hamburg electronic;house;nu disco,53,97654
Jungle,59oA5WbbQvomJz2BuRG071,indie soul;uk contemporary r&b,75,1570086
Kungs,7keGfmQR4X5w0two1xKZ7d,edm;pop dance;uk dance,70,963387
Bleachers,2eam0iDomRHGBypaDQLwWI,indie pop;modern rock;pov: indie,71,798691
Fat Max Gsus,4FJvChnzwDxBkD1jzSjNPq,,34,343
Jayda G,3NKVm2Jedcf6ibJr6pMUVx,canadian electronic,50,94630
Roosevelt,4AQrqVz6BYwy29iMxcGtx7,indie emo;nu disco;shiver pop,58,287276
Phoebe Bridgers,1r1uxoy19fzMxunt3ONAkG,indie pop;la indie;pov: indie,80,2657184
Gary Lightbody,3fCQnw6VSudXBTN5d2QP2z,british singer-songwriter,54,302187
Ed Sheeran Taylor Swift,1bgoHMYkNqVC9PTOrQECts,,0,497
Amethyst String Quartet,5Ie4491u3cxTYhrVmq9NXZ,,3,47
Sawyr,0IvBGOcv9xzgOrgGQGMMgp,,26,329
Ryan Tedder,4we5S2VLjgY9KzIzApL1KI,pop rock,58,37641
Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,chamber pop;eau claire indie;indie folk;melancholia;modern rock,78,3748651
Joy Williams,4TCXgdDPm10ensLNCVnIYa,acoustic pop;christian indie;nashville americana;nashville singer-songwriter;new americana,56,146213
John Paul White,1yDI9pWnlrJmi9kZn3gkCb,alabama indie,51,116395
Keith Urban,0u2FHSq3ln94y5Q57xazwf,contemporary country;country;country road,70,5196126
HAIM,4Ui2kfOqGujY81UcPrb5KE,indietronica;metropopolis,65,1347534
The National,2cCUtGK9sDU2EoElnk0GNB,chamber pop;indie folk;indie rock;indietronica;modern rock,67,1647588
Colbie Caillat,6aZyMrc4doVtZyKNilOmwu,dance pop;neo mellow;pop,68,2527083
Maren Morris,6WY7D3jk8zTrHtmkqqo5GI,classic texas country;contemporary country,70,838057
ELVIRA,3jFQv36BpFuX9vTVB8q7fI,,47,138
The Civil Wars,6J7rw7NELJUCThPbAfyLIE,acoustic pop;indie folk;neo mellow;new americana;stomp and holler,57,798131
Digital Dog,1lbp4Rrpi6ug3cGZF9LWXq,,28,808
BloodPop®,1okJ4NC308qbtY9LyHn6DO,electropop,59,32086
Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,canadian pop;pop;viral pop,85,43921739
Nathan Chapman,0WeELJ2QQlRCpebXcG85Fz,,18,416
BTS,3kYFawNQVZ00FQbgs4rVBe,alternative pop rock;neon pop punk;pop emo;texas pop punk,45,131517
Bts,3kYFawNQVZ00FQbgs4rVBe,alternative pop rock;neon pop punk;pop emo;texas pop punk,45,131517
Gautham Vijayaraj,4VA6qRwjB0lKfphoydXvyD,,13,112
Kaushik Kannan,17canz26tqyoi5NSAP6jaM,,9,40
David Bisbal,5gOJTI4TusSENizxhcG7jB,latin arena pop;latin pop;spanish pop;spanish pop rock,72,4658566
JAY-Z,3nFkdlSjzX9mRTtwJOzDYB,east coast hip hop;gangster rap;hip hop;pop rap;rap,85,9645068
Mikky Ekko,1buzCmyYZE4kcdLRudsb8V,nashville indie,69,140638
Lee Warne,7Af8RjdalPwHNnsIMwqgaj,,12,106
Milli Davis,2cSNkmIH5mdrGn0TmjxnyK,,23,928
The Foreplay,6zuorwSnGPG4XT7caDjVqZ,,5,15
Kenny Bland,5yyWNfCAu2FWvEeIg2KM6e,,4,49
Yoanna Sky,43CnN37rnQJXnxGOv7O89M,,14,198
Gregory Aigersson,1HhIUTLdmqkgIEF5Bz477E,,12,96
Paul States,6WbKdTKQEvnVJ6VZydzM3A,,23,165
Kanye West,5K4W6rqBFWDnAN6FQUkS6x,chicago rap;hip hop;rap,93,28403722
Paul McCartney,4STHEaNw4mPZ2tzheohgXB,classic rock;mellow gold;rock;soft rock,77,4986948
Kim Russell,5CcoJYrbIpVkJIcEh7AxAZ,,0,10
3LAU,4YLQaW1UU3mrVetC8gNkg5,edm;electro house;mashup;pop dance;progressive electro house;progressive house,52,336554
Mangal Suvarnan,7flHpBy7k6y7uVjtwQq0fp,,31,4276
Fairlane,3L7JnVovGbYSUmRyqhXMYO,melodic dubstep;pop edm,50,37644
James Carter,5344K3N7rx7kw1HjO8psuq,pop dance;uk dance,66,56435
Salva,37r3ZUhErh0QPJENMsAPBG,,55,192963
Andrelli,5M2y5A6d5QZjw9JeKClagC,swedish pop,38,5496
Will Clarke,1OmOdgwIzub8DYPxQYbbbi,bass house;house;tech house,44,54143
Deadly Zoo,31ajSn6utdOcg3jDm6XOal,basshall;dutch moombahton;moombahton,15,1454
Eva Shaw,638CPU1xRHUo6AmfZe3F2c,,38,33549
Far East Movement,698hF4vcwHwPy8ltmXermq,asian american hip hop;dance pop;pop rap,68,1098910
Stafford Brothers,1dnbud9cuozLQ86MtrDPFr,australian dance,37,13387
Dirty South,1bpzpALZwOoKXzwMg2i8WB,australian dance;dutch house;edm;electro house;pop dance;progressive electro house;progressive house,48,220842
Drake,3TVXtAsR1Inumwj472S9r4,canadian hip hop;canadian pop;hip hop;pop rap;rap,96,94262814
Gigamesh,1Bo8Afb2Qbjs4x6kJHyjle,filter house;nu disco,63,39784
Lost Kings,3hyEbRtp617pNCuuQjyOmc,pop dance;pop edm,51,390882
RY X,2KjAo6wVc9d2WcxdxSArpV,indie anthem-folk;indie folk,66,572985
Bad Royale,7kHe4uFK1KQFqMRP7td4mS,brostep;electronic trap,32,26835
John Blake,5FzOdzC3xUlGuFNNOQ4Xms,,38,7018
Good Times Ahead,6M7RdR9ZP52h2mfNLmiHtU,brostep;dutch house;edm;electro house;electronic trap;pop dance,55,291712
Michael Woods,3G1QoWkaZ1CUnTLUb0CqtC,electro house;progressive electro house;progressive house,36,22691
Chris Brown,7bXgB6jMjp9ATFy66eO08Z,r&b;rap,89,24431814
Dyro,03MVmfitJTVJIxYmObhQn9,dutch edm;dutch house;edm;electro house;pop dance;progressive electro house;progressive house,49,203967
Jeezy,4yBK75WVCQXej1p04GWqxH,atl hip hop;crunk;dirty south rap;gangster rap;old school atlanta hip hop;rap;southern hip hop;trap,72,2458919
Juicy J,3tMTXQyRrPmMyHv5SoC0TV,indonesian pop,79,1747630
T.I.,5XPrniVXXXD0021qH0ed6b,,16,3437
Firebeatz,53YSn9tHwGJ6bq5P0gGoYo,dutch edm;dutch house;edm;electro house;pop dance;progressive electro house;progressive house,55,522287
Justin Prime,0TFdkHvlyUVl9zrb4seHxJ,big room;progressive electro house;sky room,41,17974
Guy Scheiman,1q3efgluOwme3U175ED6l5,circuit,28,34421
Ralphi Rosario,0c5584rnmlOvkMpJtpBLTh,acid house;chicago house;circuit;classic house;tribal house,36,15037
REFLEX,00VzYlg9s04mj3d8oOth4P,tropical house,39,115
Kemal Golden,3k8vhKepBT8rNmDEJTGMTm,,27,149
Gregor Salto,0l59CBSPDfKBXlyHya0pew,dutch house;electro house;latin house,51,39857
Tzvetin Todorov,6oZvk0wRufXkBhyWhg8LjG,,20,57
Calvin Harris,7CajNmpbOovFoOoasH2HaY,dance pop;edm;electro house;house;pop;progressive house;uk dance,86,22975969
Lee Dagger,7hEDdJUgflzNOt4ow0OnuC,,33,499
Marc Jackson Burrows,3IoIRHbV0weqdZmN6ewOtH,,33,589
Hector Fonseca,2EEC3NJZ90MENwnpO2L9tq,circuit;tribal house,26,5985
Papercha$Er,5dIX3KdZlVjLOK5aWVuclO,,13,191
Vice,4PPoI9LuYeFX8V674Z1R6l,mariachi;ranchera,79,11520361
Seamus Haji,2f6jGbE8VU74rb5AQtOdFz,deep house;disco house;tribal house;vocal house,36,14910
Paul Emanuel,2JkHlHHNPSd8VcZMWRY301,,28,399
Britney Spears,26dSoYclwsYLMAKD3tpOr4,dance pop;pop,83,15714417
Chuckie,4x7gxsrTH3gThvSKZPPwaQ,dutch house;edm;electro house;melbourne bounce;progressive electro house,43,129492
Fabian Lenssen,0byDvgqI7MVJuoGMzxpDoV,,22,39
Cahill,02nqwOvmlIhYQtZ5kVqJZm,,42,2947
Dave Dwiggins,12Xuk0XtUsAg1YXht9mpWE,,12,10
Christian Dwiggins,5ljTQiJyXPI5jK9XyEzFEw,,17,18
Chus L. Esteban,3PDJbSOVozagEQ5LfARhou,,12,79
Abel Ramos,4PfnYN4AwskT2RgGn4OwCR,,29,8754
Almighty Associates,7m9s6pUBVee0IBnwTFSVit,,36,255
Sidney Samson,3XonXgjEAAXVl0WKLF1Z4g,dutch house;electro house;melbourne bounce;progressive electro house,46,64205
Bassjackers,6xQvQwZQQuq9R3TdPNbcR8,dutch house;edm;electro house;pop dance;progressive electro house,63,752236
Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,hip pop;pop;queens hip hop;rap,87,32947448
Cajjmere Wray,1oImAc6GWpVa0QUbH7XcH5,tribal house,23,782
Lowsunday,46sXMHr9eHJYyO6uu0Jdeh,indie shoegaze,27,163
Bart Schoudel,7pYbqgBfqAcPJwCOxMVJqJ,,17,35
Chew Fu,6XdUl9SNdiDBbZhZ1B9ubn,,32,3183
Jody Den Broeder,7I6gLWts7TQE7CWkZtHFbu,,25,790
will.i.am,085pc2PYOi8bGKj0PNjekA,dance pop;pop,75,4259143
Rosabel,04RXSUzDTSz2OIOvlAYVAv,circuit;latin house;tribal house,23,3042
Mixin Marc,0vnz9VLaEr9MTWEXF1iXnp,,9,41
Tony Svejda,1yRl0Ymb84r6Rsj7uQNxCV,,11,22
Jonathan Peters,4KhhrxYUjhYz3AYirtxBmD,tribal house,26,4350
Ron Haney,1Dda5nSx0Yn0LQFOCaWCnA,,8,123
Slash,4Cqia9vrAbm7ANXbJGXsTE,hard rock;rock,59,3113652
Wideboys,2fLCjXwadBsnYmn05uxFpi,uk garage,43,13092
Soulseekerz,2w3odFHYxnYfu5WoAmmefy,,15,161
Lindbergh Palace,0kvTYSgiVrBtbcKokPle73,,17,741
Ne-Yo,21E3waRsmPlU7jZsS13rcj,dance pop;pop;r&b;urban contemporary,82,9370075
K-Klass,4V5f0tr4dGBGUvW5HsR22O,canadian hip hop;rap montrealais;substep;vapor twitch,45,20245
Moto Blanco,2faLHCwToqDd4C53QiWIKj,,33,2321
Tony Moran,0uUlRP8qEQGUKowcF5jFVc,circuit;tribal house,32,8641
Warren Rigg,3D2tr87ibnoz28hSYYIcOs,,17,111
Subkulcha,7vJmvOgkkD19swTLUZLIRf,,8,18
Hins Cheung,2MVfNjocvNrE03cQuxpsWK,cantopop,60,580472
Evan Landes,6ZmFrJpHkUdRhEwdxPVTEW,,0,11
Parrish Wintersmith,5uJoeFexzSn6q3ujEX4hYK,,2,8
Lewis Dene,1rAtlgmvL0nEG2045zu8zM,,6,17
Albert Castillo,14KUc7zg3OndrAMbCNxPBD,orquesta tipica;tango;vintage tango,41,19280
Passenger,0gadJ2b9A4SKsB1RFkBb66,folk-pop;neo mellow,72,3460277
Ruby Turner feat. Passenger,6dZM967IflheoWJDx1Vba0,,15,92
Ruby Turner,6F8yrN99JnFHqSF9CZcj2V,movie tunes,43,63609
Birdy,2WX2uTcsvV5OnS0inACecP,neo mellow;uk pop;viral pop,71,3719686
Ghost Passenger,0lwUFTiMcqC9cSFoFiMQb0,,0,6
Jason Stavroplos,2JK2lJx7sJ1oB7R3rX9JLK,,0,0
Phantom Passenger,6bM14DiKAfKYJlSsNlmGiY,,22,1094
King Green,4EOmRRSrO3mMPt9W4knkJO,field recording ambient,29,7155
Rennie Foster,0WCunVNMnHjcHJQ26gtAmt,,12,1671
Bodiless Passenger,3YPaOC4OFnKWNUOJOtfbVO,,0,3
BEEPY,4DhVTbPyw5uzofsUcpyIJi,,7,8
Xerox & Passenger,7HMUNOS3C8mcMZTf2bvaoH,,0,8
plan-B,2jSGzJw0ebJLu7OLVSOcBP,reggaeton;trap latino;urbano latino,81,5335161
Hank Soul,4nrgt1ieQIdByEngTNUiYI,,13,118
Blind Passenger,0ylBXlWPE311xJE8oIoMcK,dark electro,2,881
80s Express,1rjsPCL2qykqxejvZa8fT1,,3,93
Austerity Complex,2s2y5TUtcckjf9gwREq63G,,0,65
No Fox,6KByUTE8IFgJyK2K4fn3Zw,doo-wop;soda pop,15,1232
Hexamode,5NHVtNCBiKGr55RFzV60dG,,0,9
Bridge House,335dMuVraZ53Wd8imIktjP,,0,1
Modekay,7sKnkEkK48G0dqTPHb2fL0,,0,27
HA[A]RP,4tYae6CTXVq7KAmrddeme8,,0,35
Adam's Sky,6UJBDnjYO94inuYaLVbWBY,electrofox,15,1123
Markus Adamsky,4GoEFmUGJSdfCaooDPZ0Rl,,0,0
Saint George,02onqdkvTxxy6tNJWnjnFU,classical era,43,23974
Thee Flanders,5VbL8H90PAhIQkUPtkpEul,deep psychobilly;psychobilly,6,3753
Bela B.,3oNy8cjBtJzLC07I70sklp,latin arena pop;latin pop;mexican pop,71,1772103
Stu Larsen,44M8i4BCwuBbmcQWwMaOfH,indie anthem-folk;indie folk;stomp and flutter,51,90467
BBC Concert Orchestra,3dIPaddbWppnquuPkcYVDg,british orchestra;orchestra,50,11273
Odyssybeatz,3S2OGX2C4LWinf6b4Tqni7,,41,9340
Solitary Experiments,2Oj3PPRT1wz01Nvno7Nad0,aggrotech;ebm;futurepop,34,29611
RiDylan,2BY2G2XyXDYMmw9rhnXKf7,,1,141
Cola Wars,6iMvuh4P6tdRwz7FkRMrTN,,1,194
Bunker Dresden,7om3WFdT5zy72OLnBlQpcK,,0,33
Foy Vance,4bUqnkrDrb4f7rqmDR9yDu,british singer-songwriter;indie folk;irish singer-songwriter;uk americana,53,253370
Gabrielle Aplin,3w6zswp5THsSKYLICUbDTZ,acoustic pop;indie anthem-folk;neo-singer-songwriter;uk pop;viral pop,57,676873
Nina Nesbitt,7AzjETXRUKNRSJHMW9GIqd,alt z;neo-singer-songwriter;uk pop,55,337204
Smitty the Passenger,7nHOBk7GDmbXmcpURbEeoM,,0,30
Benzi Ayo,0EBmPAECUhjnhF9RZpHNlW,,4,63
Smooth,530BQdnWKWSFYjg8SKUGbN,color noise;shush,53,1413
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b;canadian pop;pop,96,96216955
Playboi Carti,699OTQXzgjhIYAHMy9RyPD,atl hip hop;plugg;pluggnb;rage rap;rap,89,12545974
Madonna,6tbjWDEIzxoDsBA1FuhfPW,dance pop;pop,81,8243160
JENNIE,250b0Wlc5Vk0CoUsaCY84M,k-pop,82,8079654
Lily-Rose Depp,1pBLC0qVRTB5zVMuteQ9jJ,pop,77,252825
xxtristanxo,4kBCXTJBl1aY9pDHONsjfr,,58,35559
Daft Punk,4tZwfgrHOc3mvqYlEYSvVi,electro;filter house;rock,82,10319441
Gesaffelstein,3hteYQFiMFbJY7wS0xDymP,dark clubbing,73,775654
KAYTRANADA,6qgnBH6iDM91ipVXv28OMu,alternative r&b;escape room;indie soul;lgbtq+ hip hop,73,1607031
Speed Radio,7lbOsvk3lUWYry0Kjzsj5V,,64,444
Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,hip hop;melodic rap;philly rap;rage rap;rap;trap,87,18170595
Oneohtrix Point Never,2wPDbhaGXCqROrVmwDdCrK,ambient;art pop;drone;escape room;experimental pop;fluxwork;hauntology;hypnagogic pop;intelligent dance music;wonky,47,253332
Tyler,4V8LLVI7PbaPR0K2TGSxFF,hip hop;rap,94,18409227
The Creator,4V8LLVI7PbaPR0K2TGSxFF,hip hop;rap,94,18409227
Summer Walker,57LYzLEk2LcFghVwuWbcuS,r&b;rap,82,7148028
Sebastian Ingrosso,6hyMWrxGBsOx6sWcVj1DqP,dutch house;edm;electro house;pop dance;progressive electro house;progressive house,62,974885
