artist_name,spotify_id,genres,popularity,followers
Muthkumar,1Fj48c4Wkqzq3S91geNPZ7,,0,0
Vimalakanan,091YrL1fFTtMzNH7s2uMPx,,0,0
Ajith Kumar,2XlzPf9WlI6iZdywCsORH4,sandalwood,37,46428
K. Krishna Chaitanya,2nXQmURjKPR3PFEgHSdwNq,tollywood,39,143995
Sunitha Upadrashta,74S8YRi4XQ5yf9ToSzuY80,tollywood;vintage tollywood,61,1753078
Syed Subhan,33LZSefyImMHdN8EJLMSWx,,5,13
Florida All-State Men's Chorus,12gvngm12rUP2NPSgaFtBp,american choir,3,70
Jefferson Johnson,4IXHUPIoPzGlx8GCmOyrVH,,2,35
London Sessions Orchestra,3k8ruteq6ZRVuNYKZKdpH0,,11,17
Indai Haza,1pHJWJxus1NWZSao8oaX79,,11,25
Natalie Ram,2kUxI9BlfC8j2cx2hdkPIj,,40,3981
Mohammed Rafi,0gXDpqwYNDODn7fB0RDN8J,classic bollywood;filmi,71,8440705
Advait Nemlekar,0n5QMYxS9wOWbgijBGU1h6,,20,338
Issrath Quadhri,4QoJ8BoHjdNimxhVftuiar,,46,1396
KM Sufi Ensemble,5J3dqhxLAVxMeDRSza2M7U,,30,179
Abd Al Rahman Al Soudaiss,4O3vkKgUjxaA9wvc7qFdnp,quran,40,52256
Solange Merdinian,3mHuiKFNFcoPBbKzWiR4M8,,9,189
Iggy Azalea,5yG7ZAZafVaAlMTeBybKAL,australian hip hop;dance pop;pop,70,6670564
KT Tunstall,5zzrJD2jXrE9dZ1AklRFcL,ectofolk;lilith;neo mellow;pop rock;scottish singer-songwriter,63,439551
Wale,67nwj3Y5sZQLl72VNUHEYE,pop rap;r&b;rap;southern hip hop;trap,71,4171835
Kochadaiiyaan Ensemble,7G95gzIJY7w3F3UaYGPWKi,,10,53
Vani Jairam,17Jj3Xia6crs4OatDEpuMR,classic kollywood;filmi,51,175332
Lois Van Dam,7od0aXV359kXjUH6BWtXwd,,2,3
Tucker Biddlecombe,7jGhvCTgblvDrXCBtA3AgD,,1,10
Vaishali,2zGP2SUtwsDhdyYzf0kKp8,filmi;marathi pop,57,1558128
Aanchal Sethi,5UDXYKkOni0Dz2gAa3y34B,,23,161
Arunima Bhattacharya,3xtandCKqKYKlwl8LQJzm3,,22,134
Jasmine Sandlas,0mJDQBWytBhOh5JB1DOQ1c,desi pop;punjabi pop,67,3752578
Labh Janjua,3DWbhNPz642SpTneSTHJv7,modern bollywood,59,294453
Manish J. Tipu,0UwYqzsLSeLUrZZEIyAED1,,23,2038
Manj,1jsU0SifGEeNfwJyIS4qc7,,56,2830
Vikramasimha Ensemble,3FMMrSfvZUNKY6paJRaZhB,,1,1
Mohamed Rateb Al Nabulsi,3catdjGKiDTVMqGhwCC1vI,,0,1439
Jyoti,5wQDQFm7Ku8WWGi5xqJ9lp,filmi;modern bollywood,63,895752
Parvathy,6j64ONp754fLCbcDflVpS8,,37,74
Vishnu Raj,73hRehGgxZ3uewHUHZhnHU,,0,13
Männerstimmen Basel,3WZrlZyAToSCXTKaljB5gJ,,9,144
Oliver Rudin,0NSpB7wR1qlAX1ND99ELvj,,12,8
Abrar Rahman,2RDzsRJHuqaKIIJ4EZVgYq,,2,14
Sandeep Acharya,29S6uW6xdnoNayqmsv3K7V,,18,716
Abdul Rahman Muhammad,0dc3tDdCJhWJLv3SRtUud6,nasyid,19,581
Prabhakar,3ocTwOjekTkFdD695eKuQr,tamil pop,56,359779
Trinity High School A Cappella Choir,5Aq215rX9ZQZMuXIzQAx6S,school choir,2,23
Michael Dean,0PtgERFoiSK8egVLiNkure,,24,509
Jaspreet Singh,5CAyxmsYaGFNwnLgJYy1FH,,25,5754
Arya,1Z2aqwlKmotGmI3wjJnY93,dark r&b,57,47452
DJ Lloyd,7c2MCurNjdUxmlhxXe9qJS,,30,5490
Rehab,1qh1aHXy7LRcb7eyriuJTS,redneck,52,343464
Hani al Rifai,1bCSyXLz000rQwnn13zbaP,quran,8,1331
Sanjeev T,4i3H5BsVTVwxXcWC3CdVPu,indian folk;indian instrumental rock,35,10051
Ravi "Rags" Khote,7jhqJGN86YT2lS3i1HgO13,,45,504
Suresh Peters,1EvTAKGpcJx8wtvppR7p45,classic kollywood;kollywood,56,70089
Matt Dunkley,44glcpJysgIbUkrbHy152q,,27,789
Seenu,2Wuq8f0T8XhQzjPSpMWY0i,,29,187
Shreya Ghosal,0oOet2f43PA68X5RxKobEy,filmi;modern bollywood,85,27570826
Naresh,7FaGCZiP3s6X7jQTB8EhfI,filmi,69,1390591
The Chennai Strings Orchestra,5qZxy2ERBButQkmiM4yQoO,,31,177
Bruno Coon,0kz2vnvZr42PfEGjRocgqH,,9,44
Raihanah,2jZJe9NLr2BqxelvSa7YwX,,19,93
Dido,2mpeljBig2IXLXRAFO9AAs,dance pop;europop;lilith;neo mellow;pop rock,76,1939634
Ankitha,72cyHt04VGwCZy3uJT2Q1w,telugu worship,25,3827
Subha,6AeYaKk3j2uxScmcPNYpHY,filmi,49,30353
Ashiq Rahman,7x3T5bMN64p9io5kF2GVMQ,,2,17
Värttinä,4sn9fZDCAH3l0Pb0lGW1wt,finnish folk;karelian folk;nordic folk,31,17057
Christopher Nightingale,6o4o8LlNGYySz27thzJQfm,,34,696
Bonnie Chakravarty,5s5cmi7PLVMyoajNY2u8ZS,,30,601
Aslan Mustafa,5mBHxAFc8iBxoM8CQsYElu,ilahiler,13,303
Craig Armstrong,526q7RxT5KA1VGeQ5GMSHO,british soundtrack;orchestral soundtrack;soundtrack,58,87568
AR Rahman,1mYsTxnqsietFxj1OgoGbG,filmi,81,56805705
Arts Music Recording,5WHeSwJY9O3JiZ7B4YIUtZ,,29,821
Rotterdam,79xQdsSFyN4cmMsxtWrvUc,orchestra,40,2853
Idith Zvi,4T6F4GXuDcU6adLXxt5109,,18,16
Gil Sharon,09rxAugrQG94CtwBosZBYx,mandolin,23,351
Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,classical;post-romantic era;russian romanticism;ukrainian classical,66,771416
Vivekanand,6HG1D0mu1TWE6ChPsbMuJP,,16,1155
Rakeeb,5sGkuEoOLaeY6Tjcn1RrT9,,13,166
Shaukar Ali,3rBijUNvpOPzB2pqtDGFqp,,13,0
Ajay Chakraborthy,4Mku4cSh9w5M090BSBsuuR,,8,84
Kaushiki Chakraborty,4qWXi8Qj92dQOEJihdVqjI,hindustani classical;hindustani vocal;indian classical,31,119245
Raquib Alam,6Yf3zng1AuL68eeDnEwASO,,2,6
Surjo Battachariya,0v6GT9ujZBjbl21xjGQAEu,,2,4
Marmaduke Pickthall,2VG7wBPqBgWbSuRlaCcVWe,,23,330
Naeem Sultan,1OU6QOSbO3GSqTPOAkhc1E,,24,744
Khaled Abdul Rahman,6X5jPcdNTzdvOnOGhLTXyX,khaliji,43,580877
Andy Findon,78aJkEdpLuEFSXFno0wHwe,,5,1
Kuljit Bhamra,6MPSPUcWWZsIVbFiw35Ygg,tabla,20,670
Czech Film Orchestra,0m8SPeJ3LOEnfuzXf5LN9b,,41,495
Johnson,3GBPw9NK25X1Wt2OUvOwY3,neo mellow,76,3921366
Chitra Iyer,1Ssws1rtTU7QTUxgJU8dzF,,38,1974
Kadhir,4cNGbljUTxUSz5cKOBWyj6,,12,2
Vanessa-Mae,1XucD9urBtUadfCNvZc4Pp,bow pop;pop violin;violin,44,140133
Royal Philharmonic Orchestra,0MvSBMGRQJY3mRwIbJsqF1,british orchestra;orchestra,72,172920
Gopikaa Purnima,5IkrFbIsUr7JvenpVRi0jo,,11,2
Aparna,7LNUzNqFRlLgmF05m4yyXK,,46,718
Shurjo Bhattacharya,6078qUoQxnYig2c8fc8N3s,,10,1
Murtuza,3v8isPrc8btWVMF3bnOIcj,,58,3321
Qadir,2gTPBFjo3M9rvMSZWTk9nT,,58,544
Shoma,3Tv1UzQAvn0v0hKTxisXnR,drift phonk,51,120922
Manicka Vinayagam,7k8W9mIvenhXwAplxsVXT0,,15,14
Rafique,6yxixox5W9FBSX6lhPFw9q,,25,589
Vairamuthu Ramasamy,3XAlid1TZMJNAdXIIiSFOR,,32,130
Shobha,0arll9CtoKDxVRfMz1S1Sd,,37,3780
Deepika Varadarajan,4Qg3YWzdOvs6UiYtdyzgLu,,34,3328
Shreedhar,7bJcRKPKxwamLhsWpgY0BW,,18,68
Remo,2hRgsNuAo7lhUqmrl25WD5,,31,2146
Apache Indian,4sLklwvfOYr12fMGwrnlc7,uk dancehall,46,23602
Ila Arun,5zWKMBKw7KqulFxyz2ULvp,classic bollywood;filmi,58,133721
Nagoor Mohammad Ali,6EuZ7TWoAaBMftP4PfbDMr,,12,2
Anto,1S5WLkcajugOGAx0DfVyIf,,21,699
Bhuvanchandra,3Lq8W3jBUdAnxTPX4Nngsl,,30,68
Sharadha,3VGzu0t1gN8oygvAxrruzc,,27,19
Mukumba,6NB0BAlurCYvQDW7aZ4Ho2,,18,3
Shwetha Shetty,6nDEmZX3gzfE2g5eiIgAk2,,21,15
Anupama Deshapande,1gUshktPjhEtAsKoMByjhf,,7,10
Theni Kunjaramma,3KTdKkNxtxPcIh44I4KsYi,,19,28
Instrumental,6SriSkwb0O4iOFjdRVk26t,,37,18993
Dr. Sirkali G. Siva Chidambaram,51TqHMHqJotqkIYtSOqgDM,,4,16
Theni Kunjarammal,60ojW2tH78O7slPT55ncSz,,18,22
Shweta Shetty,1481DePcEz5zp1q51z6dgn,,41,57270
S.P. Pallavi,31zE3XsSq1gHAik8uajDFP,,51,4819
Deepan Chakravarthy,6r7P5L1lGFToFz6vwDcGdT,,40,2223
Bharathiraja,0yFVuBZsop8JCpEyDzH7mw,,12,5132
Prabhu,0YiRDQh7Hq7arA8Q5Ok1I3,marathi pop,45,30228
Sreeja,72kEeWgurPuc1YS4vRLAUX,,9,80
Kathiri Gopalnath,7zjGOVh7FEilZm8R9Lp9kk,,3,4
Kalidasan,2qdmlVO90R4pYfBkVzxwEN,,22,165
P. Sunanda,7arXZrwpZrb64ZFqXJMR1e,,38,4804
T.K. Kala,4YujyddKSDZt6gpAesPnEB,guaracha santiaguena,32,21548
Sasirekha,1ew3IffJ5uXmH2CIhvooBX,,33,4811
Biju Narayanan,039dmmH0fdQTlvXC0zGlQx,filmi;mollywood,40,309443
Suresh Wadkar,0w4e7HVbqAHFPN6VkIlvhe,bhajan;classic bollywood;filmi;garhwali pop;hare krishna,63,1730844
Sudesh Bhosle,7GNoTWm5VObvMUeS0Wkueu,classic bollywood;filmi,55,109429
Uttara Kelkar,7MdFQ3GjOZcmXN88IKGF96,marathi traditional,37,30270
Ravindra Sathe,4I5QgST39jQbLzuWTgUKcX,mantra,49,125993
Shahid Hameed,2j2iRT8TzGvxh3uN0X7iWl,,11,190
Shreya Sundar Iyer,5wL8hCwR03XJkkci6hE0UQ,,20,72
Arun Raj,0nX2FwpkXgfjg6ck5hccMj,,30,752
Roja Aditya,6g551keqGM5TQ6KOrvfSNQ,,2,112
N.R. Raghunanthan,6jRzzp1nD0wZFy6Uap8Aeh,tamil pop,50,275904
Sarathi,1EMVlqk8nh2lE7bUW2NGtD,,30,6033
Anwar Ali,6ccDjsU6h03TcrKOvBeiu2,mollywood,51,12037
Atulya Karalil,7a7M7gth9jadlIoSaU9YJv,,5,20
Vaishakh Jyothis,3jybpgiCCmad0SiDsen7ot,,12,77
Helvin KS,3KSOiuxMEIU6r3CltvLt4U,,3,37
Sanjai Arakkal,7bWeXBXOlL6zOuXDFwO1w8,,3,13
Girishh G,5VvulDYNoxmP3ey1yGddvB,tamil pop,46,43611
Padmaja Sreenivasan,5B9cyUBFtZz1XNbG2Kym1P,,45,651
Jerard Felix,6BXVtOUVrRZfRJqHhlaL4I,,29,1118
Sushin Shyam,1qFp8zDvsXyCsC5dqz8X4S,mollywood,70,1996590
AJX,3EK1eCIbh3eDCkLdbMQHpT,,22,3330
Henry,4mnY9Vvz3GXQIyHljvWnY1,electro latino;reggaeton;spanish pop,52,155193
Raja Gurusamy,3Zapz757vo9JdRT0llQ8Sk,,12,1
Mamta Arya,7jBZ7kkzNsNlZHKXqw9op4,kumaoni pop,37,8159
Ananta Sriram,0yzw4DhGyaUCd87BFCPjel,,22,8962
Hemanth Sivalenka,51vJpqvOZTFG2nuXIGYOeo,,0,0
Ramya Duraiswamy,1EFAIng0Jd6xKYn222V6Li,,2,92
Nitu,3uIQd0V6Y9I1LXAl8R6AIU,karbi pop,38,3527
Malvi Sundaresan,0kuJvSWvqLidbIjQaJh8DA,kollywood;tamil pop,53,50315
Akshaya Jayakumar,47q4WcACVC3frG4ZTgslUR,,19,269
Priyanka NK,2ur0GHc7zvYZXe0WjIKd2K,tamil pop,44,18151
Ranjin Raj,4HhPs1nwYZNmP72fuE30BV,mollywood,51,78704
Pranavam Sasi,7vi3MHqgN9oJYXCC4gne6R,,54,103324
Jango,2QgrT3aJ2bwINmavH1ieSI,,28,53
Nithya Mammen,2owqnucVjlA9rzjTti9B0P,mollywood,52,54210
P S Jayhari,2G1EstqVdKjJfk7G58S9DC,mollywood,50,157240
Aasha Sriram,36WdmPNbL3QBWwiVIVgm6k,,1,15
Lalita Vijaykumar,2TpXhNS8c6yYyoKyYeDiop,,11,7
Vinayakan,73DTRtvDOdmCQKeWU3nccM,,36,2147
Antra Singh Priyanka,1ddZZOn4qZRdqnmLuzPcKd,bhojpuri pop,56,193398
Shweta Devanahalli,4O8mofeevYNoPQkvKKEVxI,,24,15
Mohammed Maqbool Mansoor,4Y82LR5X1lk8t9bzoVgnjq,mollywood,47,35488
Jackson Vijayan,5aZWc8n6U6ZrUnbowkiV6T,mollywood,33,7760
Varun Sunil,6L9N1bZKr4hKm1jAJ9a1K2,telugu indie,26,1575
Oorka,369q7PNxbYGoBuapNP1FDV,chennai indie;tamil indie,7,4742
Nega Venugopal,7KNnnywuBxB09b6w0oEOLA,,30,72
Amrita Dixit,2u9ayLxzYVTazdBQmotAXH,bhojpuri pop,19,1618
Velu,5OIXzogZi85GrRqWR1Uw9v,,7,206
Vallavan,0Eour79zyRHEZLexWRu2Z3,,18,30
Khusboo Uttam,5O9x7a58EGoaHtmbyziKV1,,12,142
Dilip Kumar,1kLNGvYy5YxEAvrK5wR0IK,telugu folk,32,34844
Neha Venugopal,5UN71z4zK3sryzvO1aLUWz,mollywood,43,5280
Aravind,03Q99mwmSqlbQo2iGtpE0g,kollywood;tamil pop,56,103766
Kalaivanan,7otvIOl3QcBUFX3XgKiI7d,,29,1404
Rajalaxmi,2IK55tiveZDbUHvHCMQ27Y,,1,324
Prabalini,51OJDEZUA1dQ5a3xiwxTSZ,,0,7
Balaganesh,445kqMA5cqNxlCUxQqfYQP,,0,0
Kartikeya Tiwari,4qNNXs9t99BW3ohKYkIMBC,,0,4
Brandon Evert,4vVX2a1PuTYiaf90yxzzGI,,0,3
Indraani,5LvgOUZ0dO8nxwbtPs1PxR,,0,1
Swapna Abraham,48lqgCUclrGhNYM7n4bfCZ,,2,480
Bruce,5OIXzogZi85GrRqWR1Uw9v,,7,206
M.K. Balai,6DIgkaQtBCzVnQk5Az1dHh,,25,20
Shekinah Shawn,6dYS8Z90aojhGnqtrs1h4Q,,0,3
KEY,2hRgsNuAo7lhUqmrl25WD5,,31,2146
Radhakrishnan Parthiban,5TQgCYvAeDLhIASGGUYiDP,,8,319
Diluckshan Jeyaratnam,6yZ0TdL1V4jX5G25ec7uhG,tamil hip hop;tamil pop,35,19789
Ishwaria Chandru,4ANmyhi0r1gfgMMpBeX63g,,2,31
Thabu Sankar,2pudW9nSqtETQTVk5KZrAm,,0,5
Niranjana,3GB9ulskXfPOQCzw0SNEDx,,43,12573
J P Veeramani,4zJk1JWsUFCVU8IwM9ELjJ,,0,3
Mannargudi Ramesh,3kvlTcyVuCDohBEYrBpUVy,,0,2
Kumaresh Kamalakannan,0luP3rN2VBVVoI65UDe5nV,malaysian tamil pop,10,2080
Nalini Krishnan,4mj9cKOhB1rbesZwcqb2wr,,7,3
Raj Kapoor,7LibpN0GfLi0Dh72H9q4DD,classic bollywood;filmi,13,226792
Jayamoorthi,1iHJqXQrt7IBOfNR9xrT0g,,9,388
Pazhani Bharathi,7vhumPYAPpJSEUnmPbRBjo,,26,17
Adithya Suresh,38vyUM1tRuAYtQkcWJPgvK,,0,6
Sahana,2MoFaFNb7uknA3GxKqpMYz,indonesian city pop;indonesian jazz;indonesian pop;papuri,42,319992
Arvind Annest,0m9GymwxQnMC9iTgvWUHEN,,0,19
Mc Rude,6xS34wH493ApP7EgV76461,,29,969
Swasthika Swaminathan,6igchCiRtcOLefFuwY2gLL,,8,576
Vyaasaraj,569fJuJuFAQIldq4xEEXhH,,0,22
Nochipatti Thirumoorthy,3ljeRmiLqydktzSzLcyCPz,,19,106
Keezhakarai Samsutheen,3jdjGiRvspYQLsBKS1KP07,,19,26
Jeyamoorthi,16FuoUAcpMjVIMZriYpmcR,,19,55
Madumitha Shankar,1vkstCZJ82yZ6mlyhnFbgi,,0,0
Hemambika,6LsBNQohLraTbmkYY80G2p,,37,1494
Sabitha,7apyiwz00vKU5wDrmsgY0c,,15,36
Lavanya Sundararaman,59xCmZ6aYpsqqf6gE2XwJ4,carnatic vocal;indian classical,14,78
Ashwin,0mmCvswTBGSSiXSrOL4UTr,,43,869
Sabesh Manmathan,5wCLX1J9ta5oz3U9qWmjtn,,17,1002
Hariharasudan,5Gp5f4Z5yekd0RvEFN1Ufv,,23,45
A. Narayanan,03CYaapmrQbh1xpKdn0c1t,,41,2805
Soundarya Bala Nandakumar,1O6cydr7vk4hJk2OkLECd0,,15,850
Abinaya Shenbagaraj,0MmnnUc0CprfFDPFWLgj8W,,11,22
Sowmya Mahadevan,79b6d5jUbtB5vDpAXX6EdM,,19,1979
RJ Vijay,4iMO3KmP21RFt6qswwb2Fx,,4,33
Sainath,1LQZoaL3Icm3qdHa1sqKmi,,11,10
Saisharan,3SacyJu97cFJNxXbVNuzg3,,47,2500
Swaraag Keerthan,6uWcaIloiXIyWBb7oarvQL,,24,205
Anand Arvindakshan,5p5yttRLzMN5KCgBYXnTWm,,15,1160
Pawan,1T7MiVJ2MJlR5GKi11w4VT,bhojpuri pop,75,1284086
Natraj,2CvPJWCIQXeTB9GtRKWFVt,,12,13
Varsha Renjith,2CJl46UZja5lOhOegAkQRb,mollywood,40,30614
Dee Devan,56uBtOCGLwAu84Sbip7fZb,,10,240
Shika Prabhakaran,5d5SsRuyYMGxSMNTOEDs5a,,4,13
Sukumar,3keNxNmATzwZrIbAl2eyei,mappila paattu,39,8419
Swetha Suresh,44vvZVE1qBKy23InVwjnRL,,14,19
Syed Subahan,3gQ8iee3y7UsGTMuhjzEuD,tamil pop,27,11089
Punya Srinivas,326wWCLFJNK2AJ2CfTgp9q,veena,26,2964
Thiagaraja Subramaniam,60cRmw0SyScqIEjVsM6fJR,,0,1
Mirthula Siva,0FxtfDuTycwrFftbC7evTS,,5,35
Swagatha,7KICJe6VYOCvc44P4XmymX,,22,1169
Kovilpatti Amali,5arswtfagZ2bhvJaBpFxmd,,25,694
Luksimi Sivaneswaralingam,1yu8UL7E8i1XSFjHLjbYUb,tamil pop,39,7753
Aditya Gadhvi,68BDWvc511MC0b6eAmH7gW,gujarati garba;gujarati pop,61,1250524
Praniti,32LuS51ikkcxmqmJuW4hrW,,10,105
Anita Venkat,7rbVLblXCfqBv90DKNFdRH,,9,7
Lakshmi Menon,1DWaM3XauqdaL2dWCcCa4x,,11,189
Maria Kavita Thomas,6ibMPx4BLwEav1COw8K2Er,,8,238
Tha Prophecy,0aeDdf5VxXJ5J5EIDvPJr3,,29,118
Anitha Venkat,5YxVyZetaPMdvs9VeqxkdK,,2,3
Jinesh Prabhu,1bBlasmB0JtV5aJgm6torh,,21,25
Badava Gopi,4Vh2agMIFHKDP5vb9TuYac,,23,41
Vikram Prabhu,2Xvfl3z4wRPu2ISRBM4Mnx,,28,339
Vijay Sethupathi,31lzE0FfEcg2oIMD8FlICU,tamil pop,36,67748
Harish Uthaman,21OGGSM5l8VdVIIaQNEItz,,13,4
Bhavya Pandit,1hYkTNl6h28hwB6IZJ3nfB,,42,8147
Rahul Pandey,6nZs8OAaiWEGqNJsKTK7Vq,,32,2472
Jagadish,4vhGJbMcPhRD94vK1OrcHi,,30,19
Dholak Gana Jagan,5hvSn303vcG2W6lXtAJ7Ia,,31,192
Palaniammal,6S3FrmFXtBvoyVQ7UXKmPT,,31,7
Hyde Karty,5diOq1Qfzspw7pN99vd8bH,tamil hip hop,28,1136
El Fé Choir,51jqIO3VZydqG3tGNg15Bi,,30,267
A.V. Pooja,6Ot0tlmKCWM5CaTj4lY6Rl,,33,3957
Chitty,3pcwreDsZH3pbIP7H60PQY,,32,1
Thanjai Radhika,5Omi65zmWh0besqoMOjoJu,,13,10
Srik,2kEU1NNJORHNJabD0tdO1E,,20,5219
Singdha Chandra,0QBqXXlf43S5z4trROI4g6,,1,5
Elfe,6Z4kwq0LOaYQW2CqudoOIk,,56,121253
Poornima Sathish,1GIUQwlcQ1xMYwIqehqNfd,,16,33
Karthick Iyer,1MwvKygex8H7vb2KqINLxz,carnatic;indian classical,29,11340
Orathanadu Gopu,7j3uLkhdBGAjqxwTNDBz8F,,24,74
Maxwell,0b62itBWBdLgiecXjXCqKC,german hip hop,64,227525
Keba,1VBweZIUq8SNikHhrT4Ixp,bosnian pop;narodna muzika;sevdah;turbo folk,40,30798
Urmila Dhangar,2NWk40egdVZn3UpYPARC7P,,41,106734
Snigdha Chandra,5lkP9r6eDJY1EBvu5jYgV7,,22,62
Johhn Kennady,6swLuAPU8u2BUiAiN2uvUl,,0,0
Babum,2VrISsdpSWkr0wIMHTJEpe,,18,62
Deepa,5xLhn0Pjced0oiBuLUISr3,mollywood,63,675577
Harshitha Krishnan,7adJ8u6ewAqM65MjrIT08H,,14,55
Tha Mystro,1CDq8tF7Lqvq3TqLCmNOMQ,tamil hip hop;tamil pop,31,33237
Naren,2hRgsNuAo7lhUqmrl25WD5,,31,2146
Aranarai Natraj,7ovoPypbXL0MBEsl9f6sKZ,,2,4
Prasad,5sSzCxHtgL82pYDvx2QyEU,tollywood,76,9880877
Rap Immanuel,76jVaEnBLQLXNdWRdt4nUr,,0,2
Roe Vincent,3KrlaLub4zgw8yNCLJq4nC,,38,3472
Varun V P,1PdEpvgnd9yTGvlpnrk9X8,,36,967
Krishnamoorthy,4VoTmNZvS1ZGbbpVz8kled,,31,293
Richard Nathan,1sYyCvJnxDt1vBtUOxAInC,,11,37
Snigha Chandra,5TBL3tLz0sYEH0Ws0n9X1f,,33,126
Anand Aaevindakshan,3RPtVyk7mBqvKuj7qv68aJ,,5,11
El Fe,1IcvjLbT3CPDoGPwpycAvr,,62,19743
Baby Harini,691dTxfrQjYGBftPKLS8j7,,29,166
Ashwath,6XFS5akkEopdq78TxOCCVI,kannada bhava geethe;sandalwood,45,215670
Sai Venkat,36IHRHIOUp98hYBYrVPnbu,,28,3645
Priya Subramaniam,3Gw40rq6FtZjIFGGaJL4L5,,37,3084
Ben G,6m6e7D2TnV0aYMllFFwMxu,agronejo;arrocha;sertanejo;sertanejo pop;sertanejo universitario,74,1392146
Arati Anklikar,40F54RueqzPx5VKc0vLVkQ,,0,6
Maanasa,4j46Q8VwqvRd3OMkCLaZpK,,1,6
Palaniy Ammal,0sVtQmbYbiplEemItcOKNM,,0,0
Elisabeth Mani,3ZAZXce49xmttbdYp9fqZv,,1,0
Veeramanidasan,1Q6pHCKfYoli9Jfs9xVrVJ,bhajan,36,76758
'Thindukallu' Poovitha,2K22UcfkEDAtCiyiT6rbYg,,0,4
Farazuddin,4Bla2H1dScwybD044M83qQ,,1,1
Dinesh Kanagarathnam,19QEe4LXxzbcnWZb4htRqI,,16,362
Arjith,0eKJUH4oeUa0OFIIjbKzzj,,4,156
Karthikeyan,1urtr0Wr3oFJVeTMF2aqPm,tollywood,58,259484
Sheil Hatha,5VCOOeNESwlWUZsIS9zM7W,,0,2
Devan,1d4uM0g9449nE9TV5KeWch,clap and tap,31,21433
Shalini Singh,5wXcLr5v9cv5IAPkcFBvBT,classic konkani pop;filmi,54,84767
Siddarth Nagarajan,2NmNqbDKUbNFtEBqetPQH5,,0,0
Sugeetha Menon,2mw2BM8b6uIVXqmYzkPYfC,,0,5
Funky Shankar,5Ti03PSohhO2DhecHIChnh,,2,94
Ganapathy,3VCEvO2NgnGTyWqG4zgEBU,bhajan;telugu devotional,33,10678
Josna,676YaNLRy6WBMihQtsV52Q,,3,1
Binnykrishnakumar,7lxEJg8U4SA1qjv4KRmsRt,,0,6
Sirkali Sivachidambaram,67e61QMbpGmtEAahNJfdge,,0,3
Varun Grover,23tDn4nvBiCQroeeCwwCWT,modern bollywood,61,27444
Anupam Amod,69EjD8i1YtmeJRBou0I21r,modern bollywood,50,21121
Sahir Ludhianvi,1nLvkKjnfpnouM0Mpyd4cc,,33,44128
Soham,2vdTNHzAv3vnaxfiz8MYtB,filmi,48,12438
Kamran Ahmed,2OMafVUM7PrgRrasNPZbKN,classic pakistani pop,45,10992
Dj Lucky,1I0nCDqiSOxqNha6nnCyuW,,39,489
Sandeep Sulhan,2Kgc52RVprM5Vvh3P8hJtI,,14,17
Isr,3kYFawNQVZ00FQbgs4rVBe,alternative pop rock;neon pop punk;pop emo;texas pop punk,45,131517
Anusha Mani,03yzClwzHK7M7wiQMQixry,modern bollywood,55,110415
Jeet-Pritam,1MSz87CEu1pil41gZmLseq,,45,19909
Sayeed Quadri,2pGRniGOJSOvYoK3dGaBb8,,58,8400
K . K.,790FomKkXshlbRYZFtlgla,reggaeton;reggaeton colombiano;urbano latino,91,52869499
DJ VERONIKA,26N2we5zF2EXhBgojC6DTZ,,24,1853
Vaishali Made,3eD8Whpe2NYdslFWQfKnQl,,45,25724
Pardeep Singh Sran,2dnnS3sjCk9OHns6kAYI19,,41,11320
Sameer Anjaan,5sifufajls8Q6k04Y4F8mH,modern bollywood,68,73478
Asif Ali Baig,5FcKHLt98NrXq359cUgS7y,,37,142
Neeraj Shridhar,3tHD07u1ON4uHxmnT9rwqZ,filmi;modern bollywood,72,2405064
Ashish Pandit,03veJpSIc7GAx0mPLcskjI,,41,2009
Lost Frequencies,7f5Zgnp2spUuuzKplmRkt7,belgian edm;edm;pop dance;tropical house,81,2950404
Sandeep Shrivastava,7qATomOqJzoJiuEpAaxOXd,,56,233355
Rishi Kumar Instrumentals,4uwF5HNgsakQ3HtGiNI6d3,,49,9079
Edward Maya,6XwwFnewNgWp81MYMK8zLq,romanian house;romanian pop,68,291460
Sukhbir,7bcSOvqOKoyZqU41p5YuoJ,bhangra;filmi;modern bollywood,56,1078365
Soham Chakrabarthy,4iwdpXHGVdQmBDm0UOAUKK,,36,146
Jolly Mukherjee,1k86nyDLibfGQYpps8NKO0,classic bollywood,49,39969
Mahalaxmi Iyer,55Ee7FP6fYn3yJABWm2qeA,,44,17561
Mayur Puri,1XUGerdrjDBJxF9ZfxMqDj,,16,788
King,2kEU1NNJORHNJabD0tdO1E,,20,5219
Jaideep Sahni,5kPOMQZvgkAEnRZqwn9SYQ,modern bollywood,69,155674
Rana Mazumder,1cQNjl59FDiyiqDnmyhMvG,bangla pop,40,6837
Priyank,6a5KdTA4zpapsLLfyiNk0M,bhojpuri pop,65,196794
Snehdeep Singh Kalsi,5aFZ2WlD4ry5rc20mXTOa9,,1,104
Irshan Ashraf,5OG0IXzIqYPB67VMlEJOo0,,54,12381
Nooran Sisters,2gFFvbbdzYzzWltI2HkZEV,indian folk,48,74869
Piyush Kapoor,3QSkMsj71gq33qVAGpXNp8,,35,429
Bipasha Basu,5oZnt4G83jPSYZWUx9oHB0,,22,4640
DJ Nitish Gulyani,1por5kXIv8KZA4WsyNUGEj,,40,2088
