artist_name
Amaal Mallik
Kaushik
Goldie Khristi
Indraadip Dasgupta
Angshuman Chakraborty
Deepanshu Ruhela
Sanjay Leela Bhansali
A. M. Turaz
Hiral Brahmbhatt
Laxmikant-Pyarelal
Verma Mullick
Anvita Dutt
DJ Mons
Arijit sinGH
V1shwa
DJ Percy
Arijitt singh
Khushalii Kumar
Jasleen Royal
Nihira Joshi Deshpande
Niladri Kumar
Vipin Patwa
Kunaal Vermaa
Anik8
Anurag Sharma
Shaarib Toshi
Dj Nyk
VIBIE
Sachet-Parampara
DJ Hardik
Ritu Raj
Aishwarya Majmudar
Salman Shaikh
Anudutt Shamain
Jaani
DJ Abhijit
Dj Akanksha Popli
MC Mawali
Kirat Singh
Dj Amit Shah
Silent Ocean
619 Music
Somchanda
Lofi 2307
DJYOU2
Sachin Gupta
Nitish R Kumar
Arijit Saha
Mayank Verma
Swati Singh
Srividya Kotnala
Rahat Fateh Ali Khan
Guru Randhawa
Arko
Payal Dev
Salim-Sulaiman
Raj Pandit
Happy Pills
Deejay Rax
Yasser Desai
Vibhor Parashar
Asad Khan
Ankit Tiwari
Sanjeev Darshan
Javed-Mohsin
Lisa Mishra
AKASA
Renessa Das
Ash King
Dev Arijit
GD 47
Sanam Puri
Dee MC
Shashwat Sachdev
Mumzy Stranger
Iyan Rose
Shashi Suman
Jyotica Tangri
Pratibha Singh Baghel
Krutika Borkar
Sona Mohapatra
QARAN
Rekha Bhardwaj
Hommie Dilliwala
Ikka
Jassie Gill
ARIJIT SINGH
Bohemia
Joy-Anjan
Junoon Band
Arindom
Shadab
Neel Adhikari
Sameer Satija
Ankur Mukherjee
Dream Projekt
DJ Dackton
Sreejith Vijayan
Veronica
Prashmita Paul
Anu Malik
Yashita Sharma (Vocals: Crystal Sequeira
Keshia Braganza
Arijit Yadav
Preet Sohal
Rajvir Singh
Caralisa Monteiro
DJ Rink
Yashita Sharma
The Doorbeen
Crystal Sequeira
Peter Muxka Manuel
Kartik
Luka Chuppi
Nilesh P.
Siddharth-Garima
Anurag Saikia
Sufiyan Bhatt
Sourav Roy
Sohrabuddin
Annwesha
Prasen
Neuman Pinto
Aditi Paul
Somlata
Satya
Manik
Afsar
Dj Aqeel
Parambrata Chattopadhyay
Zack Knight
Hanif Shaikh
Chirantan Bhatt
Gaurav Dagaonkar
Kalyanji-Anandji
Dawn Cordo
Gajendra Verma
Swati Sharrma
Joy Baurah
Shashwat Singh
Sunny Subramanian
Mujtaba Aziz Naza
Farhan Sabri
A.M Turaz
Nasir Faraaz
Shivam Mahadevan
Meet Bros Anjjan
Arshad Muhammad
Jeet
Bann Chakraborty
Joy
Pavni Pandey
Anwessha
Samidh Mukherjee
Sanjoy
Priyanka Pripri
Arjuna Harjai
Ramji Gulati
Kiran Kamath
Dj Javed
Maxi Priest
June Bannerjee
Ipshita
Sayani Palit
Shadaab Faridi
Carlton
Aparna Sen
Jubin
DDJVKEYMUMBAI
Isai Amuthan A
The Jeremiah Project
Keba Jeremiah
Krishna Kishor
Naveen Napier
David Joseph
Nivas K Prasanna
Karthick Raja
Dafusia
Andreas Nilsson
Jeremiah and Andrea Wise
Kalyan
Karthikeya Moorthi
Andreah Jeremiah
Kristjana
Guðrun
Ellen Kristjánsdóttir
Andrea Hoag
Sangeetha Sajith
June
Tapsi Ray Chowdhury
Saptoparna
Renuka
Javed Taufeeq Niazi
Chandreyee Battacharya
Pamela Jain
Swetha Pandit
Jasvinder Narula
Priyani
Swagata
Mahuya Basu
Dr Neha Rajpal
Niru Pandey
Javed Ali(Backing Vocal : Charu)
Chandrakala Singh
Meenal Jain
Taranoom Mallick
Pawni Pandey
Khushi
Janiva Roy
Sujata Majumdar
Parveen Khan
Altamash Afridi
Sumedha
Jaspinder Narula
Kshitij Tarey
Saim Bhat
Mohammed Irfan
Arijeet
Sumit Banotra
Shaveeta Pandit
Javed Jaffrey
Ali Aslam
Annwesha Dutta Gupta
Sneha Pant
Chorous
Khushi Jain
Sonika Sharma
Harleen Dolly
Shilpa Pai
Bandana Sharma
Mani Iyer
Arun Ingle
Archana Ravi
Ad Boyz
V. Manohar
Aneswha
Karuna Rai
Jaya Prada
Javed Ali Desi Munda
Javed Bashir
Ali Azmat
Banjyotsna
Priya Subramaniyan
Dominique Cerejo
Tapu Mishra
Aftab
Hashim Sabri
Sahir Ali Bagga
Supriya Pathak
Indu Pandey
Rucha Chauhan
Shabab Sabri
Naman Shastri
Shehzad Ali
Anvar Jani
Indrani Sharma
Krsna Solo
NA
Kiran Sachdev
Javed Bakhshi Salamat
Akbar Ali
Aamir Zaki
Moholima Sinha
Raajaysh Chetwal
Sandesh Shandilya
Prathima Bhat
Kalyan Sen Barat
Leena Bose
Lata Bardoloi
Sumit Acharya
Neel Nadkarni
Gufy
Anee Chatterjee
Ketaki Mategaonkar
Akanksha Bhandari
Kavita Krishnamurthy
Madhuur Shinde
Vishal Sonawane
Ashmik Patil
Nayan Mani Barman
Manjeera Ganguli
Rishikesh Pandey
Prathmesh Dhongade
Aniruddh Kale
Wrisha Dutta
TUSHAR JOSHI
Manndakini Bora
Gurmeet Singh
Shailendra Bharti
Kanika Bajpai
Janani Venkat
Pratibha Sing Baghel
Subhadeep Mitra
Javed Saqi Junaedi
Muhammad Junaid Javed
Bela Shinde
Javed ali
Adarsh Shinde
Adnan Ahmad
Amrita Nayak
Sayali Pankaj
Pankaj Padghan
Noman Javed
Shoma Banerjee
Swagta Swami Das
Ali Javed
Akhtar Nafe
Zubair
Heena
JAVED ALI
MONA BHATT
Rinky
Ashif Zeria
Ramesh Urmilanshu
Debjani Dutta
Sweekar
Sonali Chandratre Patel
Rashid Khan
Soumee Sailsh
Senjuti Das
Sadhana Verma
Puneet-Vivek
Laiba Mahloof
Liyakat Ajmeri
Shahzaib Javed Qadri
Javed Iqbal Tabassum
Raqeez Hussain Rana
Srishti Bhandari
Sanjeev Chaturvedi
Dj Kiran Kamath
Anisadh
Lakhwinder Wadali
Raghav Sachar
Priya Bhui
Anita Bhatt
Moushmi Neha
Muhammad Javed Ali Qadri
Abhinav R Kaushik
Anupam Sidhant
Ali Javed Warsi
Bakhsi Javed Salamat
Javed Iqbal
Bakshi Javed Salamat
Maanaav Podaar
Harpreet Tuteja
Kanishka
JB Laxman Ganga
Tanweer Mian
Javed Ali Javed
Rohansh
East Coast Vijayan
Vijay Karun
Semal Nikhil
Harish Bhatt
Siddharth Sharma
Alina Rai
Amit Sharad Trivedi
Javed Rehmani
Junaid Hussaini
Junaid Bashir
Jamshaid Bashir
Javed Ali Soomro
Javed Ali Shirazi
Muhammad Anas Raza Qadri
Muhammad Bilal Qadri
Sharmeen Javed
Ali Mustafa
A.R. Rahman
Törk
Romy
Suryansh
Inderpreet Singh
Baatarjav Erdenetsogt
Sourendro-Soumyojit
Kiran Ravindranath
Shruti Pathak
Moodyboy
Mohit Balamua
Anjani Chauhan
Mohit Sadarpuriya
Sonu Worldwide
Dev Sharma
Pragya Mishra
Nitanshi Goel
Gaurav Chatterji
Sai Kabir
Shafaat Ali
Siddharth Kasyap
Shakeel Azmi
Nupur Pant
Saurabh Kalsi
Ghalib Asad Bhopali
Raaj Aashoo
Alma Ferovic
Poet Mohit Chauhan
Shayaar
Mohitkar Ji
Nishad Ji
Niraj Raja
Sarita Chauhan
Mohit Bihari
Anju Chauhan
Shashi Yadav
Mohit Chauhan Khundrothiya
Mohit Pariyal
Rajeev Chauhan
Mohit Vashisth
Kuldeep Ranwar
Dk Chauhan Joshiya
DJ Shiren
Shubham-Ana
Rajib-Mona
Amit Lakhani
Sam Sadhani
Sugat Dhanvijay
Mohit Sharma
Ved Dhanania
Sweta Chauhan
R K Crew
DJ A.Sen
Jyoti Tiwari
Ayush Kumar
Pratichya
Munna Mohit
Sadhna Chauhan
Mohit Majnuwa
Sonali Chauhan
Sohail Sen
Ajay K Saklanni
Twinkle Vaishnav
Taraannum Mallik
Anmol Malik
Rohan Rohan
Ullumanati
Harish Raut
Priyanka Negi
Sunjoy Bose
Murali Agarwal
Shabbir Ahmed
Prabhjot Singh Grover
Seemant Bhatt
Prashant Ingole
Arjunna Harjaie
Sushila Takhar
Ravi Chauhan
Anjjan Bhattacharya
Kalpana Patowary
Sukanya Ghosh
Alisha Chinai
Sayanti
Dj Kiran
Harry Anand
Suzanna D'Mello
Gulraj Singh
Dj A-Myth
Richa Sharma
Rianjali
Navin Chander
Davinder Singh
SlowCheeta
Hriday Gattani
Shahul Hameed
Akshaya Shivkumar
Threeory Band
Ilango Krishnan
Sheikh Abdul Rahman Al Sudais
Sheikh Ahmad Al Nufais
Sheikh Raad Al Kurdi
Sivasri Skandaprasad
Mac Dre
Hiral Viradia
Sheikh Mishary Rashid Alfasay
Ustaz Ahmad Mustafa Sidin Al-Muqri
Ustaz Dzulkarnain Al-Hafiz
Sheikh Maher Al Muaiqly
Abdulaziz Alrashed
Bharath K Rajesh
A.R. Reihana
Navneet Virk
MC Heam
Shuba
abd rahman
Rahman Ali
Abdul Rahman
Pooja Tiwari
Nisa Shetty
Aulia Rahman
Vikram Edke
Anisa Rahman
Mashook Rahman
Mehboob Kotwal
Sashaa Thirupati
Shenbagaraj G
T.S. Ayyappan
Adi Shankara
Andal Pasuram
P. Jayachandran
Minmini
Khatija Rahman
Kudavayil Keerathanar
Vaish
Arjun Chandy
Hentry Kuruvila
Aditya Rao
Murtuza Khan
Qadir Khan
Shobha Shankar
Nabyla Maan
Siva Ananth
Sri Rascol
Thoughtsfornow
Aparna Harikumar
Abdur Rahman Al Ossi
Alvan Al Rakib
Sohag Rahman
Krystal Kiran
Rafeeq Ahamed
Rahmania Astrini
S.P.B. Pallavi
Jayant Kaikini
Aparna Narayanan
Rahul Dutta
Tirtha Bhattacharjee
Pijush Das
Shrayee Paul
Shalini Mukherjee
Dilasa Chowdhury
Antara Nandy
Suneeta Rao
T. K. Kala
Madhura Dhara Talluri
Manorama
Milind-Gaurav
Noel James
Barzin Contractor
Sarthak Bhave
Dikshant
Soundarya
Veena Murali
NEXA Music
Dilshaad Shabbir Shaikh
Anuradha
Sarthak Kalyani
O.S. Arun
Rafee
Anees Rahman Taliparamba
Agaahi Raahi
Faizan
Aslam Mustafa
Late Lakshmanacharya
Storms
A. R. Rahman
The Pussycat Dolls
Nicole Scherzinger
Adam Rahman
Adit Rahman
Rajagopal
Sandhya Jk
Vaishali Samant
Uday Mazumdar
Jaswinder Singh
Shiraz Uppal
Leon D'souza
Raghav Mathur
Shah Rukh Khan
Aditya Chopra
Elkasih
Safia Ashraf
Sunanda
Kalyani Menon
Esther
Rabbi
Ganga Sitharasu
Kanchana
L. Subramaniam
Sivamani
Raheema Rahman
Bindu Subramaniam
Mahati Subramaniam
Abdur Rahman
Adhil Rahman
Ataur Rahman
Pranav Kelkar
Abdul Rahman Sudais
Sharanya Srinivas
Mehboob
H. Sridhar
DJ Lijo
Rashmeet Kaur
Shamur
DJ Harry Lotay
Swagat Rathod
Ria Bhowmick
Padmaja
Sanaa Moussa
Aditya Narayan
Raghav
Sami Yusuf
Diljit Dosanjh
El Fe' Choir
Shubhshri Kandiah
Brandon Diaz
Hanif Aslam
Ratnadeep Jamsandekar
Omkar Salunkhe
A.R. Ameen
Shubshri Kandiah
Simetri
Protyay Chakraborty
Jonathan Yhome
Pelenuo Yhome
Jackie Foster
Jaaved Jaaferi
University of Michigan Men's Glee Club
Mark Stover
Paschal High School Panther Corps
Nathan Benavides
Shena Gul
Aliya
Six Degree Singers
Desi Sub Culture
Akshara
Vithusayni
Sanah Moidutty
Mariam Toller
Keerthi Sagathia
Viviane Chaix
Mansfield University Concert Choir
Peggy Dettwiler
Various Artists
Texas All-State Tenor-Bass Choir
Unknown Artist
Andrew Last
Raaga Trippin
Madras Chorale Group
Mayssa Karaa
Rashid Ali
A.J.
Ghulam Mustafa Khan
Murtuza Mustafa
Qadir Mustafa
Rabbani Mustafa
Hasan Musta
Faiz Mustafa
KIRTI SAGATHIA
Suchi
Nucleya
DJ Ashmit Patel
DJ Ishq Bector
Tejinder Singh
Farah Siraj
Ani Choying Drolma
Kash n Krissy
Kapil Sibal
Rayhanah
Sehar
Reena Bhardwaj
Abhijeet
Vishwaprasadh
Vivek Agrawal
Anand Bhate
Rekha Sawhney
National Youth Training Choir of Great Britain
Tarang Percussion Ensemble
Robbie Jacobs
Savithri R Prithvi
Kaly
Aashima Mahajan
Paroma Dasgupta
Dj Hassan
Seattle Symphony;
Ricardo Averbach
DJ Rishabh
Maati Baani
Mumbai's Finest
Sanam
Shraddha Sharma
Siddartha Slathia
Ethan Sperry
Texas All-State Men's Choir
Gabriel Crouch
Abobaker Rahman
Latha Rajinikanth
Dr.Narayan
Rajinikanth
Jali Fily Cissokho
Bhagyaraj
DJ Akhil Talreja
DJ Mastermind
Amber Rahman
Antor Rahman
Sneho
Nacim
KMMC Sufi Ensemble
Balesh
Kunal
Sreenivas
Remix by: DJ Rink
Vj Tarang
Suzanne
Kash
Mustafa Kutoane
Sunitha
SUZANNE
Muthkumar
Vimalakanan
Ajith Kumar
K. Krishna Chaitanya
Sunitha Upadrashta
Syed Subhan
Florida All-State Men's Chorus
Jefferson Johnson
London Sessions Orchestra
Indai Haza
Natalie Ram
Mohammed Rafi
Advait Nemlekar
Issrath Quadhri
KM Sufi Ensemble
Abd Al Rahman Al Soudaiss
Solange Merdinian
Iggy Azalea
KT Tunstall
Wale
Kochadaiiyaan Ensemble
Vani Jairam
Lois Van Dam
Tucker Biddlecombe
Vaishali
Aanchal Sethi
Arunima Bhattacharya
Jasmine Sandlas
Labh Janjua
Manish J. Tipu
Manj
Vikramasimha Ensemble
Mohamed Rateb Al Nabulsi
Jyoti
Parvathy
Vishnu Raj
Danny Thompson & Zoe Rahman
Männerstimmen Basel
Oliver Rudin
Abrar Rahman
Sandeep Acharya
Abdul Rahman Muhammad
Prabhakar
Trinity High School A Cappella Choir
Michael Dean
Jaspreet Singh
Arya
DJ Lloyd
Rehab
Hani al Rifai
Sanjeev T
"Ravi ""Rags"" Khote"
Suresh Peters
Matt Dunkley
Seenu
Shreya Ghosal
Naresh
The Chennai Strings Orchestra
Bruno Coon
Raihanah
Dido
Ankitha
Subha
Ashiq Rahman
Värttinä
Christopher Nightingale
Bonnie Chakravarty
Aslan Mustafa
Craig Armstrong
AR Rahman
Arts Music Recording
Rotterdam
Idith Zvi
Gil Sharon
Sergei Rachmaninoff
Vivekanand
Rakeeb
Shaukar Ali
Ajay Chakraborthy
Kaushiki Chakraborty
Raquib Alam
Surjo Battachariya
Marmaduke Pickthall
Naeem Sultan
Khaled Abdul Rahman
Andy Findon
Kuljit Bhamra
Czech Film Orchestra
Johnson
Chitra Iyer
Kadhir
Vanessa-Mae
Royal Philharmonic Orchestra
Gopikaa Purnima
Aparna
Shurjo Bhattacharya
Murtuza
Qadir
Shoma
Manicka Vinayagam
Rafique
Vairamuthu Ramasamy
Shobha
Deepika Varadarajan
Shreedhar
Remo
Apache Indian
Ila Arun
Nagoor Mohammad Ali
Anto
Bhuvanchandra
Sharadha
Mukumba
Shwetha Shetty
Anupama Deshapande
Theni Kunjaramma
Instrumental
Dr. Sirkali G. Siva Chidambaram
Theni Kunjarammal
Shweta Shetty
S.P. Pallavi
Deepan Chakravarthy
Bharathiraja
Prabhu
Sreeja
Kathiri Gopalnath
Kalidasan
P. Sunanda
T.K. Kala
Sasirekha
Biju Narayanan
Suresh Wadkar
Sudesh Bhosle
Uttara Kelkar
Ravindra Sathe
Shahid Hameed
Shreya Sundar Iyer
Arun Raj
Roja Aditya
N.R. Raghunanthan
Sarathi
Anwar Ali
Atulya Karalil
Vaishakh Jyothis
Helvin KS
Sanjai Arakkal
Girishh G
Padmaja Sreenivasan
Jerard Felix
Sushin Shyam
AJX
Henry
Raja Gurusamy
Mamta Arya
Ananta Sriram
Hemanth Sivalenka
Ramya Duraiswamy
Nitu
Malvi Sundaresan
Akshaya Jayakumar
Priyanka NK
Ranjin Raj
Pranavam Sasi
Jango
Nithya Mammen
P S Jayhari
Aasha Sriram
Lalita Vijaykumar
Vinayakan
Antra Singh Priyanka
Shweta Devanahalli
Mohammed Maqbool Mansoor
Jackson Vijayan
Varun Sunil
Oorka
Nega Venugopal
Amrita Dixit
Velu
Vallavan
Khusboo Uttam
Dilip Kumar
Neha Venugopal
Aravind
Kalaivanan
Rajalaxmi
Prabalini
Balaganesh
Kartikeya Tiwari
Brandon Evert
Indraani
Swapna Abraham
Bruce
M.K. Balai
Shekinah Shawn
KEY
Radhakrishnan Parthiban
Diluckshan Jeyaratnam
Ishwaria Chandru
Thabu Sankar
Niranjana
J P Veeramani
Mannargudi Ramesh
Kumaresh Kamalakannan
Nalini Krishnan
Raj Kapoor
Jayamoorthi
Pazhani Bharathi
Adithya Suresh
Sahana
Arvind Annest
Mc Rude
Swasthika Swaminathan
Vyaasaraj
Nochipatti Thirumoorthy
Keezhakarai Samsutheen
Jeyamoorthi
Madumitha Shankar
Hemambika
Sabitha
Lavanya Sundararaman
Ashwin
Sabesh Manmathan
Hariharasudan
A. Narayanan
Soundarya Bala Nandakumar
Abinaya Shenbagaraj
Sowmya Mahadevan
RJ Vijay
Sainath
Saisharan
Swaraag Keerthan
Anand Arvindakshan
Pawan
Natraj
Varsha Renjith
Dee Devan
Shika Prabhakaran
Sukumar
Swetha Suresh
Syed Subahan
Punya Srinivas
Thiagaraja Subramaniam
Mirthula Siva
Swagatha
Kovilpatti Amali
Luksimi Sivaneswaralingam
Aditya Gadhvi
Praniti
Anita Venkat
Lakshmi Menon
Maria Kavita Thomas
Tha Prophecy
Anitha Venkat
Jinesh Prabhu
Badava Gopi
Vikram Prabhu
Vijay Sethupathi
Harish Uthaman
Bhavya Pandit
Rahul Pandey
Jagadish
Dholak Gana Jagan
Palaniammal
Hyde Karty
El Fé Choir
A.V. Pooja
Chitty
Thanjai Radhika
Srik
Singdha Chandra
Elfe
Poornima Sathish
Karthick Iyer
Orathanadu Gopu
Maxwell
Keba
Urmila Dhangar
Snigdha Chandra
Johhn Kennady
Babum
Deepa
Harshitha Krishnan
Tha Mystro
Naren
Aranarai Natraj
Prasad
Rap Immanuel
Roe Vincent
Varun V P
Krishnamoorthy
Richard Nathan
Snigha Chandra
Anand Aaevindakshan
El Fe
Baby Harini
Ashwath
Sai Venkat
Priya Subramaniam
Ben G
Arati Anklikar
Maanasa
Palaniy Ammal
Elisabeth Mani
Veeramanidasan
'Thindukallu' Poovitha
Mathangi Rajshekar
Farazuddin
Dinesh Kanagarathnam
Arjith
Karthikeyan
Sheil Hatha
Devan
Shalini Singh
Siddarth Nagarajan
Sugeetha Menon
Funky Shankar
Ganapathy
Josna
Binnykrishnakumar
Sirkali Sivachidambaram
Varun Grover
Anupam Amod
Sahir Ludhianvi
Soham
Kamran Ahmed
Dj Lucky
Sandeep Sulhan
Isr
Anusha Mani
Jeet-Pritam
Sayeed Quadri
K . K.
DJ VERONIKA
Vaishali Made
Pardeep Singh Sran
Sameer Anjaan
Asif Ali Baig
Neeraj Shridhar
Ashish Pandit
Lost Frequencies
Sandeep Shrivastava
Rishi Kumar Instrumentals
Edward Maya
Sukhbir
Soham Chakrabarthy
Jolly Mukherjee
Mahalaxmi Iyer
Mayur Puri
King
Jaideep Sahni
Rana Mazumder
Priyank
Snehdeep Singh Kalsi
Irshan Ashraf
Nooran Sisters
Piyush Kapoor
Bipasha Basu
DJ Nitish Gulyani
Dj Tarunn
Raashi Sood
Ammy Gill
Rap by: Hard Kaur
Krishna
Url
Kumar Pritam
Monica
Dinesh Deva
Varsha Ritu
Tata Young
Bollywood Lofi
Mia Mont
RS Pritam
Kavita Yadav
Virendra Chauhan Nirahu
Suman Gupta
Milan Kindo
Novodita
sajan Oraon
Anita Bara
Manas Pritam
Pammi
Diwakar Munda
Manita Raaj
Kailash Jackson
Ira Mohanty
Dipak Premi Pritam
Appi Prarthi
Vijay Krishna Acharya
Suman
Bhaskarabatla
Master Saleem
Farhid
Anurag Pritam
DHRTX
Prasurjya Gogoi
Hesham Abdul Wahab
Shubham Shirule
Dj Rink
JAI DHIR
Arif Lohar
DJ Sunny Singh UK
Amrita Kak
D.J. Sheizwood
Tochi Raina
Jyoti Sahu
Kailash Munda
SUMAN GUPTA
MUKENDR GOSWAMI
Priti Payal
Akashdeep Sengupta
Dino James
Shafqat Amanat Ali
Nikhil D'Souza
Pain Barla
Raj Bhai
DJ Suketu
DJ Angel
Abhijeet Patil
Ritu Pathak
DJ Notorious
Kaushik Dutta
Anjali
Rishabh Srivastava
Geet Sagar
Dj Aks
Vivek Hariharan
Monika
Ajay Singha
Shahid Mallya
Kamaal Khan
Diplo
Mohd. Irfan
Cuca Roseta
Pardeep Sran
DJ Shilpi Sharma
Tushar
Antara
Amit
Aaroh
Aqeel Ali
Panjabi Hit Squad
Chetas
Douzi
Lady Bee
Sonic Sage
Pragya Dasgupta
Aliff Aziz
Kilafairy
Aroh
Shashwati
Sachin
Jigar
Intense
Teflon
Varun Dhawan
Vayu
Jigar Saraiya
M. M. Kreem
Pravesh Mallick
Prem Hardeep
Sachin Sanghvi
Sanjeev Chimmalgi
Ajay-Atul
Ajay Gogavale
Amar Arshi
Atul Gogavale
Babu Haabi
Bhanu Prtap
Chirantan Bhat
D Soldierz
Indeep Bakshi
JAM8
Babbu Maan
DJ Aqeel Ali
Suhail Kaul
Sultana Nooran
Abhijeet Sawant
Nikhil Paul George
Sanjeevani
Style Bhai
Akhtar Chinnal
Asrar
Imran Aziz Mian
Adel Ebrahim
Arjun Iyer
Suchi Kumar
Alam
Jaazy B
Ishq Bector
Farhan Akhtar
Diva
Naya
Abhishek Nailwal
Saba Azad
Rap Lyrics by: Ashish Patil
DJ Raj feat. Pritam
DJ Raj
Muazzam
Rizwan Ali Khan
Barbie Amod
Hamsika
Joi
Subhajit Mukherjee
Malini Awasthi
Aishwarya Nigam
Ashish
Jazzy B
Boman Irani
Aayush Phukan
Priyani Vani Panditt
Shyamantan Das
Deepak Pandit
Paras Nath
Somu Seal
Pankaj Kapur
Hans Raj Hans
DJ Khushi
Yashita Yashpal
Wadali Brothers
Mauli Dave
Kiron Kamath
Earl Edgar
Abhishek Bachchan
Ayush Phukan
Karsan Sagathia
Lehmber Hussainpuri
Apeksha Dandekar
Roshan Abbas
Hyacinth D'Souza
Mannan Shaah
Sukhvinder Singh
Tejas
Arish B
Dot.
Vedang Raina
Prasoon Joshi
Loy Mendonsa
Rap: Written & Sung by BOHEMIA
Rasika Chandrashekhar
Tanishk S Nabar
Chaitanya Prasad
Farid Hasan
Mohammed Aman
Ajoy Chakrabarty
Mame Khan
Ravi Mishra
Prateek Kuhad
Alyssa Mendonsa
Lauv
Lijo George
Ehsaan Noorani
Hemant Brijwasi
Sahil Akhtar
Shehnaz Akhtar
DJ Kamya
Sujata Bhattacharya
Jatin-Lalit
Aadesh Shrivastava
Pt. Channulal Mishra
Rasika Shekar
Rap by: Jaaved Jaaferi
Pratik Rao
Uday Benegal
Surj - Goldkartz
Ranjit Gill
Yusuf Mohammed
Vajid Ali
Tubby
Sanjay Wandrekar
Tarun Sagar
Gaurav Gupta
Rehaan Khan
Mani Mahadevan
Hrishikesh Kamerkar
Vivenne Pocha
Sneha Suresh
Varsha Singh Dhanoa
Rahul Pai
Ruchika Chauhan
Deesi Madana
Raj Barman
Ruchika
Osman Mir
Aamir Mir
Mast. Ali
Sharvi Yadav
DJ Paps
Swathi Bekkera
Habib Faisal
Ravi Ra
Priyanshi Srivastava
Sant Kabir
Dipakshi Kalita
Jigardan Gadhavi
DJ Lloyd The Bombay Bounce
Ishani Dave
Jazim Sharma
Sinista
Siddharth Amit Bhavsar
Joi Barua
Axonn
DJ Perch
Anand Bhaskar
Kishore Kumar
Iulia Vantur
Sajid
Deeksha Toor
Harrdy Sandhu
Shashi
Sumedha Karmahe
Nadeem Shravan
Nilesh Ahuja
Raj Mehta
Delraaz Bunshah
Bhanwari Devi
Krishan Kumar
Kirtidan Gadhvi
Goutam Das Baul
DJ Amit B
Nagesh Morwekar
Sharmistha Chatterjee
Neeraj Arya
Devenderpal Singh
Talha Siddiqui
Alaa Wardi
Gowry Lakshmi
Sashaa Tirupati
Farhan Saeed
DJ Dholi Deep
DJ VKEY
Nikita Ahuja
Smeet Sontakke
Shellee
Ammy Virk
Vijay Yamla
Suhas Sawant
Bhanu Pratap Singh
Sikander Khalon
Rani Kaur
Anita Gandharva
Meghna Mishra
Vaishnavi Mishra
DJ Paroma
Alia Bhatt
Sidhant Mago
Toshi
Madhav Krishna
Manjeet Singh
Nindy Kaur
Raja Hasan
Sasha
Yashita Sharma (Rap Lyrics and sung by: Peter Muxka Manuel)
Sandeep Thakur
Jaggi
Dhruv Sangari
Chandana Bala
Altaf Raja
Mustafa Zahid
Adnan Dhool
Shraddha Kapoor
Momina Mustehsan
Munna Dhiman
Brijesh Shandilya
Hricha Narayan
John Abraham
Dj Bravo
Harshi Mad
King Guru
Ali Quli Mirza
DJ Harshavardhan
Dew Drop
Amrita Talukder
Parivesh Singh
Kabir-Athar
DJ Sidd
Kunal Mahajan
Prince Dubey
DJ Alvee
Vivek Kar
Ankit Tiwari Rewa
Aniket Shukla
Tanzeel Khan
Karishma Sharma
Anshul Seth
Sayam Qureshi
Mohit Manuja
Anup Jalota
Suvarna Tiwari
Sanjeevani Bhelande
Ali Merchant
Rabica
Rabica Wadhawan
Ashish Bisht
Jaan Nissar Lone
Ankit Tiwari Desi Rapper
Tara Sutaria
AFTERAll
ICONYK
Terence Lewis
Mahii Singh Rajput
Asim Riaz
Priya Singh
Shilpi Raj
RANI
Nidhi Yadav
Rani
Baba Briz Mohan Das
Rubi Raj
Rubi Yadav
Pallavi Tiwari
Anurag Bhomi
Ankit Tiwari Bikapur
Rangeeta Ji
Chitra
John McLaughlin
Hamsalekha
Nityasree
S. P. Sailaja
Anuradha Sri Ram
Sunitha Rao
Nityasri
Sadana Saragam
Vijayakanth
Jagdeep Singh
Sapna Awasthi
Nanditha
Chaithanya
Vidyasagar
Kousalya
Smitha
Rimmi tommy
Gayatri Iyer
Krishana Raj
Sudha
Shankar Mahadevan;Sujatha
Krishnarajji
Manjula Gururaj
Ajay
S.A. Rajkumar
Savitha
Viji
Shefali
J. Mohan
Chandhiran
Taufiq Qureshi
Malgadi Subha
Sri Devi Bharani
C. Ashwath
B. Jayashree
V. Ravichandran
J.Mohan
Shamitha
B.Jayasree
R.Gayatri
Noel (rap)
Dominique
Vivieanne Pocha
Bugs Bhargava
Shankar Sachdev
Raaj Gopal Iyer
Ravi Khanwilker
Amole Gupte
Kiran Rao
Ram Madhvani
Loy
Pranavi
Dj Whosane
Tyagraj Khadilkar
Supriya Acharya
Srilekha
Jyotsna
R. N. Iyer
Shailendra
Raj Gopal Iyer
Jayalaxmi Ramachandran
Renjini Haridas
Arjun Janya
Kedar Pandit
Priya Prakash
Anuradha Paudwal
Priti Kamath
Dj Nasha
Harichaan
Snekha Bandh
Pinto Johal
Akanksha Badami
P. Sathya
Vinod Rathod
Lakshmi Narayan
Darshini
Ranjitha
Upendra Kumar
Pappukutty Bhaghavtahar
Subalaxmi
Himabindu
Hema Sardesai
Dr.Bhavna
Chandrayee Battacharya
Uma Padmanabhan
Mandar Apte
Jaya
Jyotsana Hardikar
Pallavi Surendar
Saindavi
M.D.Pallavi
Subramaniam
China Ponnu
Dr. Shamitha Malnad
Ramesh Narayan
Sanjeev A
Vijay P
Ashit
Hema Desai
Suchismitha
Prof. Dr.Ganesh Chandanshive
Hemanth
Nandita
Nikhil Raj
Gopi Sundar
Aleetta Dennis
Sivaraman
Sundar
Rajendra Shiv
Sanjeev Abhyankar
Pavani
Raja Kaasheeff
Raju Upendra Kumar
Sachin Warrier
Rajiv Sundaresan
Raman
Mahadevan
